ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global"
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 35cm., diameter ca. 5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,81.818181818181818,"Gadgets, Gadgets > Vials",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-24.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-22.jpg, https://pickaqua.com/wp-content/uploads/2023/07/3-14.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-11.jpg, https://pickaqua.com/wp-content/uploads/2023/07/5-5.jpg",,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,simple,,"Gemstone Vial Luna",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>rainbow moonstone - clear quartz</strong>
\n
\nOur original gemstone wand with a selection of semi-precious stones to prepare fresh and pure water like fresh from a mountain spring. Good for
\n
\nINTUITION
\n
\nEMPATHY
\n
\nSENSITIVITY
\n
\n</div>
\n</div>","Our Gemstone Vials are traditionally hand-crafted in a patented, artisanal method by master glassblowers in Bohemia, using lead-free glass and hand-picked gems. Our wands come in carefully selected gemstone blend variations, based on ancient crystal healing traditions.
\n
\nAs the name suggests, Luna is strongly connected to the energy of the moon, making it first and foremost, a women's stone. In traditional healing practices it is used to help strengthen a woman's intuitive sense, open the heart and to get in balance with the natural cycles of life. Wise women know about the effects of the moon on their body. Vibrating with the light of a full moon, rainbow moonstone provides a reflective, calming energy. Even men are said to benefit from empowering their gentler, more feminine side.
\n
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228310206</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Crystal Virtues</th>
\n<td class=""col data"" data-th=""Crystal Virtues"">Intuition, Imagination, Wisdom, Communication, Self-Expression, Openness</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">gemstone vial</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 35cm., diameter ca. 5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,81.818181818181818,"Gadgets, Gadgets > Vials",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-25.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-23.jpg, https://pickaqua.com/wp-content/uploads/2023/07/3-15.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-12.jpg, https://pickaqua.com/wp-content/uploads/2023/07/5-6.jpg",,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,simple,,"Gemstone Vial Forever Young",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>aquamarine - aventurine - smoky quartz - clear quartz</strong>
\n
\nOur signature glass vial with a selection of gemstones to vitalize your drinking water. Good for
\n
\nCLEANSING / DETOX
\n
\nSTRESS-RELIEF
\n
\nSERENITY
\n
\n</div>
\n</div>","Our Gemstone Vials are traditionally hand-crafted in a patented, artisanal method by master glassblowers in Bohemia, using lead-free glass and hand-picked gems. VitaJuwel Gemstone Vials are available in several carefully selected gemstone blend variations, based on ancient crystal healing traditions and aiming at specific attributes.
\n
\nWater is the elixir of life! The gemstone blend is designed to attract clarity, purity and fluidity like a natural mountain spring on a crisp clear day. If your personal detox practices are important to you in these hectic times, the Forever Young blend offers an additional dimension of energetic cleansing. Aventurine has been used for regenerative and reviving purposes, aquamarine for cleansing and smoky quartz for stress relief. In the natural healing arts, this combination of aventurine, aquamarine, and smoky quartz provides an invigorating cleanse of body and mind.
\n
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228310213</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Crystal Virtues</th>
\n<td class=""col data"" data-th=""Crystal Virtues"">Communication, Self-Expression, Openness, Love, Harmony, Balance, Self-Acceptance, Protection, Security</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">gemstone vial</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 35cm., diameter ca. 5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,81.818181818181818,"Gadgets, Gadgets > Vials",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-26.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-24.jpg, https://pickaqua.com/wp-content/uploads/2023/07/3-16.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-13.jpg, https://pickaqua.com/wp-content/uploads/2023/07/5-7.jpg",,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,simple,,"Gemstone Vial Happiness",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>jade (nephrite) - carnelian - orange calcite - clear quartz</strong>
\n
\nA premium glass vial with a selection of gems to stimulate your drinking water. Way more than just spiritual luxury. Good for
\n
\nOPTIMISM
\n
\nELOQUENCE
\n
\nGOOD LUCK
\n
\n</div>
\n</div>","Our Gemstone Vials are traditionally hand-crafted in a patented, artisanal method by master glassblowers in Bohemia, using lead-free glass and hand-picked gems. They come in 12 carefully selected gemstone blend variations, based on ancient crystal healing traditions. Works like homeopathic remedies.
\n
\nDo you feel that you could use a little more joy in your life? Then choose this blend! It has been designed to inspire and attract all that is positive and good. Natural healing traditions tell us this combination of beaming orange calcite and brilliant carnelian (the “Stone of Life”) form a vibrant aura of openness, eloquence, and optimism. And to top it off, we've included beautiful jade. This “Dream Stone” is said to bless whatever it touches and has been famous over the last 6,000 years for attracting good luck.
\n
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228310220</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Crystal Virtues</th>
\n<td class=""col data"" data-th=""Crystal Virtues"">Love, Harmony, Balance, Self-Confidence, Willpower, Inner Strength</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">gemstone vial</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 35cm., diameter ca. 5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,81.818181818181818,"Gadgets, Gadgets > Vials",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-27.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-25.jpg, https://pickaqua.com/wp-content/uploads/2023/07/3-17.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-14.jpg, https://pickaqua.com/wp-content/uploads/2023/07/5-8.jpg",,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,simple,,"Gemstone Vial Guardian",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>black tourmaline - amethyst - clear quartz</strong>
\n
\nA hand-made glass vial with a selection of crystals to restructure your drinking water. Jewelry for your water! Good for
\n
\nOPEN-MINDEDNESS
\n
\nPROTECTION
\n
\nCLARITY
\n
\n</div>
\n</div>","Our Gemstone Vials are traditionally hand-crafted in a patented, artisanal method by master glassblowers in Bohemia, using lead-free glass and hand-picked gems. Tested by naturopathic doctors and based on ancient crystal healing traditions.
\n
\nNew ideas, mental strength and inner growth require an open mind. This intense blend has been created to neutralize everything negative. Whether it comes from working or living in a challenging environment or just bad vibes from our fellow humans. In natural healing traditions, grounding black tourmaline stands for protection and safety. In several publications, Amethyst has been named the perfect companion for black tourmaline to create a powerful, natural shield against negativity. Clear Quartz adds a good portion of clarity. Use GUARDIAN as a screen and enjoy the freedom you'll gain.
\n
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228310237</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Crystal Virtues</th>
\n<td class=""col data"" data-th=""Crystal Virtues"">Inspiration, Clarity, Focus, Intuition, Imagination, Wisdom, Self-Acceptance, Protection, Security</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">gemstone vial</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 35cm., diameter ca. 5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,81.818181818181818,"Gadgets, Gadgets > Vials",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-28.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-26.jpg, https://pickaqua.com/wp-content/uploads/2023/07/3-18.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-15.jpg, https://pickaqua.com/wp-content/uploads/2023/07/5-9.jpg",,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,simple,,"Gemstone Vial Inspiration",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>lapis lazuli - rutilated quartz</strong>
\n
\nDiscover one of nature’s most valuable secrets! Our unique VitaJuwel glass vial with a selection of gemstones to stimulate your drinking water. Good for
\n
\nAWARENESS
\n
\nFOCUS
\n
\nDEDICATION
\n
\n</div>
\n</div>","Our Gemstone Vials are traditionally hand-crafted in a patented, artisanal method by master glassblowers in Bohemia, using lead-free glass and hand-picked gems. They come in carefully selected gemstone blend variations, based on ancient crystal healing traditions.
\n
\nChange the world with your creativity and break fresh ground! Get inspired by enjoying a glass of crystal water from this enchanting combination of rutilated quartz and the deep, celestial blue lapis lazuli – a symbol for spirituality in ancient Egypt about 6,000 years ago. The beautiful, golden-streaked rutile is said to energize and to improve awareness. Your brain is made up of about 75% liquid. Research has revealed that drinking water when we feel thirsty boosts our brain's performance. Feed your brainpower every day with this very special blend of crystal elixir.
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228310138</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Crystal Virtues</th>
\n<td class=""col data"" data-th=""Crystal Virtues"">Intuition, Imagination, Wisdom, Self-Confidence, Willpower, Inner Strength</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">gemstone vial</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 35cm., diameter ca. 5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,123.140495867768595,"Gadgets, Gadgets > Vials",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-29.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-27.jpg, https://pickaqua.com/wp-content/uploads/2023/07/3-19.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-16.jpg, https://pickaqua.com/wp-content/uploads/2023/07/5-10.jpg",,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,simple,,"Gemstone Vial Diamonds",1,0,visible,"<div class=""product attribute overview"">
\n<div class=""value std"">
\n
\n<strong>diamond slivers - clear quartz</strong>
\n
\nOur original, hand-made glass vial with a selection of gemstones. A great holistic approach to breathe life into your water. Good for
\n
\nINVIGORATING
\n
\nENERGIZING
\n
\nEXHILARATING
\n
\n</div>
\n</div>","Our Gemstone Vials are traditionally hand-crafted in a patented, artisanal method by master glassblowers in Bohemia, using lead-free glass and hand-picked gems. Based on ancient crystal healing traditions. A natural treasure.
\n
\nDiamonds are a GemWater lover's best friend.  Diamonds, the most precious gems on earth, were believed to channel divine energy.   In the past, diamonds were only for kings and queens. Our customers say that no other GemWater tastes as apollonian as this exclusive blend. Try it once, and you'll never drink ordinary tap water again. Infuse tap water with this blend, and drink water fit for a king (or queen). It is a perfect gift for that special someone you treasure most in your life – it is as unique as a diamond ring or a precious necklace - Jewelry for Your Water!
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228310084</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Crystal Virtues</th>
\n<td class=""col data"" data-th=""Crystal Virtues"">Inspiration, Clarity, Focus, Self-Acceptance, Protection, Security</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">gemstone vial</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 35cm., diameter ca. 5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,,222.31404958677686,"Gadgets, Gadgets > Vials",,,"https://pickaqua.com/wp-content/uploads/2023/07/1-30.jpg, https://pickaqua.com/wp-content/uploads/2023/07/2-28.jpg, https://pickaqua.com/wp-content/uploads/2023/07/3-20.jpg, https://pickaqua.com/wp-content/uploads/2023/07/4-17.jpg, https://pickaqua.com/wp-content/uploads/2023/07/5-11.jpg",,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7276,simple,HU700,"Hunyadi Janos Gyogyviz 0.7L",1,0,visible,,"Magnesium (Mg2+):2160 mg/l
\nSodium (Na+):5110 mg/l
\nCalcium (Ca2+):430 mg/l
\nHydrogen-carb. (HCO3):738 mg/l
\nSulphate (SO42-):18700 mg/l
\nChloride (Cl-):660 mg/l
\nSum total of ingredients:30200 mg/l
\n
\n&nbsp;
\n
\nCHARACTERISTICS
\nThe two main ingredients of Hunyadi János healing water, known and used since 1863, are sodium sulfate and magnesium sulfate. The benefit of medicinal water is that it is not addictive, like other medicines and teas for cleansing the intestinal tract.
\n
\nINDICATIONS
\nGlauber's saline (sodium sulfate) medicinal waters are characterized by their laxative properties and their therapeutic effect on mild cases of colitis. The healing water washes the intestinal walls, dissolving bacteria and inflamed secretions, which are then passed out in the stool. Unpleasant complaints, such as pain and a feeling of bloating, decrease and then disappear as a result of bowel cleansing.
\nMedicinal water can be successfully used for effortless bowel movement, which is very important for cerebral vein diseases, post-stroke conditions, hemorrhoids, atherosclerosis and hernia.
\nMedicinal water is an effective ingredient in the treatment of certain gall bladder diseases; its use also reduces the risk of gallstone formation.
\nWith the effect of sodium sulfate and magnesium sulfate medicinal water, the gallbladder contracts and the flow of bile into the intestines increases.
\nLong-term use of sodium sulfate medicated water helps to regularly empty the gallbladder and increase bile secretion, which reduces the risk of gallstone formation and inflammation.
\nWhen used after meals, medicinal water inhibits the absorption of fats and proteins, so it can be used as a dietary supplement.
\n
\nDOSAGE
\nIt is necessary to use 200 ml of medicinal water for one-time cleaning. When using medicinal water in a concentrated form, the effects will appear only after 12-24 hours.
\n
\nFOR FAST EFFECT
\nIf you use it lukewarm, on an empty stomach, diluting 200 ml of medicinal water with 200 ml of normal water (50-50%), the effect will appear within 1-2 hours.
\n(This is also confirmed by Dr. Tamás Sándor's research on post-operative bowel initiation in surgical patients.) An investigation by Professor Sandor Tamas aimed at activating the bowel functions of surgical patients after operations.
\n
\nIN OTHER CASES
\nMedicinal water should be taken on an empty stomach, half an hour before meals; For the treatment of intestinal catarrh, a daily dose of 100-200 ml is recommended, as part of a cure. In case of functional disorders of the gallbladder, liver diseases and diabetes mellitus, it is recommended to use 200-300 ml per day, drinking in several smaller portions.
\n
\nFOR WEIGHT LOSS
\nFor the purposes of slimming treatment, against obesity, it is recommended to use 100ml of medicinal water three times a day after the main meal.
\n
\nTHE PRODUCT CANNOT BE USED IN THE FOLLOWING CASES
\nIn acute catarrh of the stomach and intestines, lack of stomach acid, bleeding ulcers of the stomach and intestines, weakness of the heart, as well as diarrhea, vomiting and significant fluid loss.
\n
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,1.4,,,,1,,,4.05,"Water > Medical water, Water > Natural Mineral Water",,,https://pickaqua.com/wp-content/uploads/2023/08/hunyadi-janos.webp,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,simple,WWS750,"White Water still (0.75L)",1,0,visible,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot; Glass Bottle 750ml STILL&quot;}"" data-sheets-userformat=""{&quot;2&quot;:17153,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;17&quot;:1}""> Glass Bottle 750ml STILL</span>","<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Discover White Water - the essence of purity and vitality. Alkaline natural mineral water with pH 9.2 and light mineral content (TDS 158 mg/l). Rich in silica, the beauty mineral. White water is perfect for daily hydration.\\nIdeal for those who appreciate the power of nature.\\n\\nWhat makes White Water unique? It contains naturally occurring colloidal silver, a truly rare element, in water. It was not for nothing that our ancestors put silver coins in water.\\n\\nTaste: Light, subtly sweet, velvety taste.\\n\\nThe perfect water for the HoReCa segment, which will make the organization truly special with the choice of White Water.\\n\\nExceptionally clean water from anunpolluted environment. Obtained at a depth of 515 meters with natural deposit pressure in Bulgaria's Rila Mountains National Park.\\n\\nElevate your hydration with White Water - where purity and elegance meet the rarity of the mineral composition.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:769,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0}"">Discover White Water - the essence of purity and vitality. Alkaline natural mineral water with pH 9.2 and light mineral content (TDS 158 mg/l). Rich in silica, the beauty mineral. White water is perfect for daily hydration.
\nIdeal for those who appreciate the power of nature.</span>
\n
\nWhat makes White Water unique? It contains naturally occurring colloidal silver, a truly rare element, in water. It was not for nothing that our ancestors put silver coins in water.
\n
\nTaste: Light, subtly sweet, velvety taste.
\n
\nThe perfect water for the HoReCa segment, which will make the organization truly special with the choice of White Water.
\n
\nExceptionally clean water from anunpolluted environment. Obtained at a depth of 515 meters with natural deposit pressure in Bulgaria's Rila Mountains National Park.
\n
\nElevate your hydration with White Water - where purity and elegance meet the rarity of the mineral composition.",,,taxable,,1,,,0,0,1.45,,,,1,,2.1487603306,2.65,"Water > Natural Mineral Water",,,https://pickaqua.com/wp-content/uploads/2023/08/photo_2023-08-31_15-55-35.jpg,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7308,simple,WWG750,"White Water carbonated (0.75L)",1,0,visible,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Glass bottle 750 ml, carbonated&quot;}"" data-sheets-userformat=""{&quot;2&quot;:17153,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;17&quot;:1}"">Glass bottle 750 ml, carbonated</span>","<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;\&quot;Discover White Water - the essence of purity and vitality. Alkaline natural mineral water with pH 9.2 and light mineral content (TDS 158 mg/l). Rich in silica, the beauty mineral. White water is perfect for daily hydration.\\nIdeal for those who appreciate the power of nature.\\n\\nWhat makes White Water unique? It contains naturally occurring colloidal silver, a truly rare element, in water. It was not for nothing that our ancestors put silver coins in water.\\n\\nTaste: Bubbly, Subtly sweet, velvety taste.\\n\\nThe perfect water for the HoReCa segment, which will make the organization truly special with the choice of White Water.\\n\\nExceptionally clean water from an un polluted environment. Obtained at a depth of 515 meters with natural deposit pressure in Bulgaria's Rila Mountains National Park.\\n\\nElevate your hydration with White Water - where purity and elegance meet the rarity of the mineral composition.\&quot;&quot;}"" data-sheets-userformat=""{&quot;2&quot;:769,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0}"">""Discover White Water - the essence of purity and vitality. Alkaline natural mineral water with pH 9.2 and light mineral content (TDS 158 mg/l). Rich in silica, the beauty mineral. White water is perfect for daily hydration.
\nIdeal for those who appreciate the power of nature.</span>
\n
\nWhat makes White Water unique? It contains naturally occurring colloidal silver, a truly rare element, in water. It was not for nothing that our ancestors put silver coins in water.
\n
\nTaste: Bubbly, Subtly sweet, velvety taste.
\n
\nThe perfect water for the HoReCa segment, which will make the organization truly special with the choice of White Water.
\n
\nExceptionally clean water from an un polluted environment. Obtained at a depth of 515 meters with natural deposit pressure in Bulgaria's Rila Mountains National Park.
\n
\nElevate your hydration with White Water - where purity and elegance meet the rarity of the mineral composition.""
\n
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>
\n
\n<iframe style=""display: none;""></iframe>",,,taxable,,1,,,0,0,,,,,1,,2.1487603306,2.65,"Water > Natural Mineral Water",,,https://pickaqua.com/wp-content/uploads/2023/08/photo_2023-08-31_16-05-05.jpg,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,simple,,"Gemstone Droplet Amethyst",1,0,visible,"Vitalizing wine on-the-go, in a restaurant or your friend’s house, the Gemstone Droplet is a fantastic conversation starter.","<div id=""product.attributes.description"" class=""data item content"" data-role=""content"">
\n
\nThe handcrafted Gemstone Droplet is a mini version of our Gemstone Vial, filled with clear quartz,  a fiery garnet, and an exquisite amethyst.  Its water drop design is eye-catchingly elegant. To ensure that GemWater and wine lovers have their personal Gemstone Vial at ready in their bag, the Gemstone Droplet comes with an exquisite leatherette case.
\n
\n&nbsp;
\n<div class=""additional-attributes-wrapper table-wrapper"">
\n<table id=""product-attribute-specs-table"" class=""data table additional-attributes"">
\n<tbody>
\n<tr>
\n<th class=""col label"" scope=""row"">EAN</th>
\n<td class=""col data"" data-th=""EAN"">4260228312002</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Comes With</th>
\n<td class=""col data"" data-th=""Comes With"">mini gemstone vial, leatherette case</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Dimensions &amp; Weight</th>
\n<td class=""col data"" data-th=""Dimensions &amp; Weight"">length ca. 17cm, diameter ca. 2,5cm</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Material</th>
\n<td class=""col data"" data-th=""Material"">borosilicate glass, gemstones</td>
\n</tr>
\n<tr>
\n<th class=""col label"" scope=""row"">Care</th>
\n<td class=""col data"" data-th=""Care"">handwash</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>
\n<div id=""staticcms_shipping"" class=""data item content"" data-role=""content"">
\n<div class=""std"">
\n
\nYour parcels will leave our warehouse within 1-3 working days after your order confirmation. Once the shipment leaves the warehouse you will receive an email with a tracking code to have a real-time information about the shipping status.
\n
\n</div>
\n</div>
\n<iframe style=""display: none;""></iframe>
\n
